key,title,author_name,first_publish_year,page_count
/works/OL22763290W,Death Weavers,['Brandon Mull'],2016,507.0
/works/OL19063893W,Whitefern,['V. C. Andrews'],2016,356.0
/works/OL19191043W,Fear Street Super Thriller: Secrets: The Lost Girl; Can You Keep a Secret?,['Robert Lawrence Stine'],2016,544.0
/works/OL21823178W,Cabin,['Natasha Preston'],2016,336.0
/works/OL19714170W,Lo Strano Caso Del Ladro Di Cioccolato,['Elisabetta Dami'],2016,128.0
/works/OL17879604W,Once more for love (Blithe Images / Search for Love),['Nora Roberts'],2016,345.0
/works/OL21576877W,Rich Man's Revenge,"['Jennie Lucas', 'Katherine Garbera']",2016,560.0
/works/OL19347801W,Staked: The Iron Druid Chronicles,['Kevin Hearne'],2016,339.0
/works/OL20028576W,Fear Street Novel - Can You Keep a Secret?,['Robert Lawrence Stine'],2016,272.0
/works/OL20026379W,Fight Club 2,"['Chuck Palahniuk', 'Cameron Stewart', 'David W. Mack']",2016,282.0
/works/OL19346631W,And I Darken,['Kiersten White'],2016,496.0
/works/OL19800234W,NYPD Red 4,"['James Patterson', 'Marshall Karp']",2016,368.0
/works/OL19666713W,The thank you book,['Mo Willems'],2016,57.0
/works/OL20474932W,Shadow of the Storm,['Connilyn Cossette'],2016,352.0
/works/OL20253407W,Serafina and the Twisted Staff,['Robert Beatty'],2016,400.0
/works/OL20033445W,Do You Want to Start a Scandal,['Tessa Dare'],2016,272.0
/works/OL20034482W,"Nothing More (Landon Gibson Series, Book 1",['Anna Todd'],2016,269.0
/works/OL22145903W,このあたりの人たち,['川上弘美'],2016,134.0
/works/OL17873326W,The wrong side of magic,['Janette Rallison'],2016,326.0
/works/OL20019067W,City of blades,['Robert Jackson Bennett'],2016,484.0
/works/OL20026987W,Royal wedding disaster,['Meg Cabot'],2016,282.0
/works/OL20039432W,The twelve days of Dash & Lily,"['Rachel Cohn', 'David Levithan']",2016,240.0
/works/OL21582333W,His Most Exquisite Conquest,"['Elizabeth Power', 'Cathy Williams', 'Robyn Donald']",2016,568.0
/works/OL17629517W,Goosebumps Most Wanted - The Haunter,['Robert Lawrence Stine'],2016,160.0
/works/OL17357748W,Imagine Me Gone,['Adam Haslett'],2016,368.0
/works/OL19346537W,The Ghostfaces,['John Flanagan'],2016,400.0
/works/OL22321863W,Land of silence,['Tessa Afshar'],2016,400.0
/works/OL20021503W,The girl from everywhere,['Heidi Heilig'],2016,480.0
